aamma	aamma<Partikel
Esbjergimiuusungali	Esbjerg+MIU-U<Participium<jeg+LI
Esbjergimiuusungalu	Esbjerg+MIU-U<Participium<jeg+LU
Esbjergimiuussagaluarporli	Esbjerg+MIU-U-SSA+GALUAR<Indikativ<han+LI
Esbjergimiuussagaluarpugut	Esbjerg+MIU-U-SSA+GALUAR<Indikativ<vi
Esbjergimiuussavorlu	Esbjerg+MIU-U-SSA<Indikativ<han+LU
Esbjergimiuussavungali	Esbjerg+MIU-U-SSA<Indikativ<jeg+LI
Esbjergimiuussavugullu	Esbjerg+MIU-U-SSA<Indikativ<vi+LU
Esbjergimiuussavit	Esbjerg+MIU-U-SSA<Interrogativ<du
Esbjergimiuussasungalu	Esbjerg+MIU-U-SSA<Participium<jeg+LU
Esbjergimiuusaraluarpungalu	Esbjerg+MIU-U+TAR+GALUAR<Indikativ<jeg+LU
Esbjergimiuusaraluarpit	Esbjerg+MIU-U+TAR+GALUAR<Interrogativ<du
Esbjergimiuusarpunga	Esbjerg+MIU-U+TAR<Indikativ<jeg
Esbjergimiuusartunga	Esbjerg+MIU-U+TAR<Participium<jeg
Esbjergimiuusartungali	Esbjerg+MIU-U+TAR<Participium<jeg+LI
Esbjergimiuusassagaluarpungali	Esbjerg+MIU-U+TAR-SSA+GALUAR<Indikativ<jeg+LI
Esbjergimiuusassagaluarpugut	Esbjerg+MIU-U+TAR-SSA+GALUAR<Indikativ<vi
Esbjergimiuusassagaluarpit	Esbjerg+MIU-U+TAR-SSA+GALUAR<Interrogativ<du
Esbjergimiuusassavit	Esbjerg+MIU-U+TAR-SSA<Interrogativ<du
Esbjergimiuusassasungali	Esbjerg+MIU-U+TAR-SSA<Participium<jeg+LI
Esbjergimut	Esbjerg<Terminalis
Esbjergimulli	Esbjerg<Terminalis+LI
Esbjergimullu	Esbjerg<Terminalis+LU
Finland	Finland<Absolut
Finlandili	Finland<Absolut+LI
Finlandilu	Finland<Absolut+LU
Finlandimik	Finland<Instrumentalis
Finlandimilli	Finland<Instrumentalis+LI
Finlandimillu	Finland<Instrumentalis+LU
Finlandimi	Finland<Lokalis
Finlandimili	Finland<Lokalis+LI
Finlandimilu	Finland<Lokalis+LU
Finlandimiu	Finland+MIU<ental<Absolut
Finlandimiuli	Finland+MIU<ental<Absolut+LI
Finlandimiumik	Finland+MIU<ental<Instrumentalis
Finlandimiumillu	Finland+MIU<ental<Instrumentalis+LU
Finlandimiumi	Finland+MIU<ental<Lokalis
Finlandimiumili	Finland+MIU<ental<Lokalis+LI
Finlandimiumulli	Finland+MIU<ental<Terminalis+LI
Finlandimiunik	Finland+MIU<flertal<Instrumentalis
Finlandimiuni	Finland+MIU<flertal<Lokalis
Finlandimiunilu	Finland+MIU<flertal<Lokalis+LU
Finlandimiulerivit	Finland+MIU-LIRI<Interrogativ<du
Finlandimiulerissagaluarpugut	Finland+MIU-LIRI-SSA+GALUAR<Indikativ<vi
Finlandimiulerissagaluarpugulli	Finland+MIU-LIRI-SSA+GALUAR<Indikativ<vi+LI
Finlandimiulerissagaluartungali	Finland+MIU-LIRI-SSA+GALUAR<Participium<jeg+LI
Finlandimiulerisaraluarpunga	Finland+MIU-LIRI+TAR+GALUAR<Indikativ<jeg
Finlandimiunngussavorlu	Finland+MIU-NNGUR-SSA<Indikativ<han+LU
Finlandimiunngussavunga	Finland+MIU-NNGUR-SSA<Indikativ<jeg
Finlandimiunngussavugut	Finland+MIU-NNGUR-SSA<Indikativ<vi
Finlandimiunngussasunga	Finland+MIU-NNGUR-SSA<Participium<jeg
Finlandimiunngortaraluartunga	Finland+MIU-NNGUR+TAR+GALUAR<Participium<jeg
Finlandimiunngortartunga	Finland+MIU-NNGUR+TAR<Participium<jeg
Finlandimioqarpoq	Finland+MIU-QAR<Indikativ<han
Finlandimioqarporli	Finland+MIU-QAR<Indikativ<han+LI
Finlandimioqarporlu	Finland+MIU-QAR<Indikativ<han+LU
Finlandimiuugaluarpungali	Finland+MIU-U+GALUAR<Indikativ<jeg+LI
Finlandimiuugaluartungalu	Finland+MIU-U+GALUAR<Participium<jeg+LU
Finlandimiuuvorli	Finland+MIU-U<Indikativ<han+LI
Finlandimiuuvunga	Finland+MIU-U<Indikativ<jeg
Finlandimiuuvugut	Finland+MIU-U<Indikativ<vi
Finlandimiuuit	Finland+MIU-U<Interrogativ<du
Finlandimiuusunga	Finland+MIU-U<Participium<jeg
Finlandimiuusungali	Finland+MIU-U<Participium<jeg+LI
Finlandimiuussagaluarpoq	Finland+MIU-U-SSA+GALUAR<Indikativ<han
Finlandimiuussagaluarpunga	Finland+MIU-U-SSA+GALUAR<Indikativ<jeg
Finlandimiuussagaluartunga	Finland+MIU-U-SSA+GALUAR<Participium<jeg
Finlandimiuussagaluartungalu	Finland+MIU-U-SSA+GALUAR<Participium<jeg+LU
Finlandimiuussavugut	Finland+MIU-U-SSA<Indikativ<vi
Finlandimiuusaraluarpugullu	Finland+MIU-U+TAR+GALUAR<Indikativ<vi+LU
Finlandimiuusaraluartunga	Finland+MIU-U+TAR+GALUAR<Participium<jeg
Finlandimiuusarporli	Finland+MIU-U+TAR<Indikativ<han+LI
Finlandimiuusarpugut	Finland+MIU-U+TAR<Indikativ<vi
Finlandimiuusarpit	Finland+MIU-U+TAR<Interrogativ<du
Finlandimiuusassagaluartunga	Finland+MIU-U+TAR-SSA+GALUAR<Participium<jeg
Finlandimiuusassavunga	Finland+MIU-U+TAR-SSA<Indikativ<jeg
Finlandimiuusassavungalu	Finland+MIU-U+TAR-SSA<Indikativ<jeg+LU
Finlandimiuusassasunga	Finland+MIU-U+TAR-SSA<Participium<jeg
Finlandimut	Finland<Terminalis
Finlandimulli	Finland<Terminalis+LI
Finlandimullu	Finland<Terminalis+LU
Gentofte	Gentofte<Absolut
Gentofteli	Gentofte<Absolut+LI
Gentoftelu	Gentofte<Absolut+LU
Gentoftemik	Gentofte<Instrumentalis
Gentoftemilli	Gentofte<Instrumentalis+LI
Gentoftemillu	Gentofte<Instrumentalis+LU
Gentoftemi	Gentofte<Lokalis
Gentoftemili	Gentofte<Lokalis+LI
Gentoftemilu	Gentofte<Lokalis+LU
Gentoftemiulu	Gentofte+MIU<ental<Absolut+LU
Gentoftemiuga	Gentofte+MIU<ental<Absolut<min
Gentoftemiumillu	Gentofte+MIU<ental<Instrumentalis+LU
Gentoftemiumi	Gentofte+MIU<ental<Lokalis
Gentoftemiumilu	Gentofte+MIU<ental<Lokalis+LU
Gentoftemiunik	Gentofte+MIU<flertal<Instrumentalis
Gentoftemiunilli	Gentofte+MIU<flertal<Instrumentalis+LI
Gentoftemiuni	Gentofte+MIU<flertal<Lokalis
Gentoftemiunili	Gentofte+MIU<flertal<Lokalis+LI
Gentoftemiunilu	Gentofte+MIU<flertal<Lokalis+LU
Gentoftemiulerigaluartunga	Gentofte+MIU-LIRI+GALUAR<Participium<jeg
Gentoftemiulerivungali	Gentofte+MIU-LIRI<Indikativ<jeg+LI
Gentoftemiulerivit	Gentofte+MIU-LIRI<Interrogativ<du
Gentoftemiulerisunga	Gentofte+MIU-LIRI<Participium<jeg
Gentoftemiulerissagaluarpit	Gentofte+MIU-LIRI-SSA+GALUAR<Interrogativ<du
Gentoftemiulerissasunga	Gentofte+MIU-LIRI-SSA<Participium<jeg
Gentoftemiulerissasungalu	Gentofte+MIU-LIRI-SSA<Participium<jeg+LU
Gentoftemiulerisaraluartunga	Gentofte+MIU-LIRI+TAR+GALUAR<Participium<jeg
Gentoftemiulerisassagaluarpunga	Gentofte+MIU-LIRI+TAR-SSA+GALUAR<Indikativ<jeg
Gentoftemiunngorpit	Gentofte+MIU-NNGUR<Interrogativ<du
Gentoftemiunngortunga	Gentofte+MIU-NNGUR<Participium<jeg
Gentoftemiunngussagaluarporlu	Gentofte+MIU-NNGUR-SSA+GALUAR<Indikativ<han+LU
Gentoftemiunngussagaluarpunga	Gentofte+MIU-NNGUR-SSA+GALUAR<Indikativ<jeg
Gentoftemiunngussagaluartungali	Gentofte+MIU-NNGUR-SSA+GALUAR<Participium<jeg+LI
Gentoftemiunngussasungalu	Gentofte+MIU-NNGUR-SSA<Participium<jeg+LU
Gentoftemut	Gentofte<Terminalis
Gentoftemulli	Gentofte<Terminalis+LI
Gentoftemullu	Gentofte<Terminalis+LU
ilinniaraluarpunga	ilinniar+GALUAR<Indikativ<jeg
ilinniaraluarpungali	ilinniar+GALUAR<Indikativ<jeg+LI
ilinniaraluarpugulli	ilinniar+GALUAR<Indikativ<vi+LI
ilinniaraluarpit	ilinniar+GALUAR<Interrogativ<du
ilinniarporlu	ilinniar<Indikativ<han+LU
ilinniarpunga	ilinniar<Indikativ<jeg
ilinniarpugulli	ilinniar<Indikativ<vi+LI
ilinniarpugullu	ilinniar<Indikativ<vi+LU
ilinniarpit	ilinniar<Interrogativ<du
ilinniartunga	ilinniar<Participium<jeg
ilinniartungali	ilinniar<Participium<jeg+LI
ilinniassagaluarpoq	ilinniar-SSA+GALUAR<Indikativ<han
ilinniassagaluarporli	ilinniar-SSA+GALUAR<Indikativ<han+LI
ilinniassagaluarpunga	ilinniar-SSA+GALUAR<Indikativ<jeg
ilinniassagaluarpungalu	ilinniar-SSA+GALUAR<Indikativ<jeg+LU
ilinniassagaluarpit	ilinniar-SSA+GALUAR<Interrogativ<du
ilinniassagaluartunga	ilinniar-SSA+GALUAR<Participium<jeg
ilinniassagaluartungali	ilinniar-SSA+GALUAR<Participium<jeg+LI
ilinniassavorli	ilinniar-SSA<Indikativ<han+LI
ilinniassavorlu	ilinniar-SSA<Indikativ<han+LU
ilinniassavunga	ilinniar-SSA<Indikativ<jeg
ilinniassavungali	ilinniar-SSA<Indikativ<jeg+LI
ilinniassavungalu	ilinniar-SSA<Indikativ<jeg+LU
ilinniassavugut	ilinniar-SSA<Indikativ<vi
ilinniassavugulli	ilinniar-SSA<Indikativ<vi+LI
ilinniassavit	ilinniar-SSA<Interrogativ<du
ilinniassasunga	ilinniar-SSA<Participium<jeg
ilinniassasungali	ilinniar-SSA<Participium<jeg+LI
ilinniassasungalu	ilinniar-SSA<Participium<jeg+LU
ilinniartaraluarpunga	ilinniar+TAR+GALUAR<Indikativ<jeg
ilinniartaraluarpit	ilinniar+TAR+GALUAR<Interrogativ<du
ilinniartaraluartunga	ilinniar+TAR+GALUAR<Participium<jeg
ilinniartaraluartungali	ilinniar+TAR+GALUAR<Participium<jeg+LI
ilinniartarpugut	ilinniar+TAR<Indikativ<vi
ilinniartartunga	ilinniar+TAR<Participium<jeg
ilinniartassagaluarporli	ilinniar+TAR-SSA+GALUAR<Indikativ<han+LI
ilinniartassagaluarpunga	ilinniar+TAR-SSA+GALUAR<Indikativ<jeg
ilinniartassagaluarpugut	ilinniar+TAR-SSA+GALUAR<Indikativ<vi
ilinniartassagaluarpit	ilinniar+TAR-SSA+GALUAR<Interrogativ<du
ilinniartassagaluartunga	ilinniar+TAR-SSA+GALUAR<Participium<jeg
ilinniartassagaluartungali	ilinniar+TAR-SSA+GALUAR<Participium<jeg+LI
ilinniartassavunga	ilinniar+TAR-SSA<Indikativ<jeg
ilinniartassavugut	ilinniar+TAR-SSA<Indikativ<vi
ilinniartassavit	ilinniar+TAR-SSA<Interrogativ<du
ilinniartikkaluarpiuk	ilinniartip+GALUAR<Interrogativ<DuHam
ilinniartippaannga	ilinniartip<Indikativ<DeMig
ilinniartippassi	ilinniartip<Indikativ<JegJer
ilinniartippassilu	ilinniartip<Indikativ<JegJer+LU
ilinniartippiuk	ilinniartip<Interrogativ<DuHam
ilinniartittaraluarpiuk	ilinniartip+TAR+GALUAR<Interrogativ<DuHam
ilinniartitsisunngussavugulli	ilinniartitsisoq-NNGUR-SSA<Indikativ<vi+LI
Ilisimatusarfik	Ilisimatusarfik<ental<Absolut
Ilisimatusarfilli	Ilisimatusarfik<ental<Absolut+LI
Ilisimatusarfillu	Ilisimatusarfik<ental<Absolut+LU
Ilisimatusarfinnik	Ilisimatusarfik<flertal<Instrumentalis
Ilisimatusarfinnillu	Ilisimatusarfik<flertal<Instrumentalis+LU
Ilisimatusarfinnilu	Ilisimatusarfik<flertal<Lokalis+LU
Ilisimatusarfimmiunngussagaluartunga	Ilisimatusarfik+MIU-NNGUR-SSA+GALUAR<Participium<jeg
Ilisimatusarfimmioqarporli	Ilisimatusarfik+MIU-QAR<Indikativ<han+LI
Ilisimatusarfinngorporli	Ilisimatusarfik-NNGUR<Indikativ<han+LI
Ilisimatusarfinngortaraluarpoq	Ilisimatusarfik-NNGUR+TAR+GALUAR<Indikativ<han
Ilisimatusarfeqaraluarpoq	Ilisimatusarfik-QAR+GALUAR<Indikativ<han
Ilisimatusarfeqarporli	Ilisimatusarfik-QAR<Indikativ<han+LI
Ilisimatusarfeqarporlu	Ilisimatusarfik-QAR<Indikativ<han+LU
Ilisimatusarfeqassagaluarpoq	Ilisimatusarfik-QAR-SSA+GALUAR<Indikativ<han
Ilisimatusarfeqassavoq	Ilisimatusarfik-QAR-SSA<Indikativ<han
Ilisimatusarfeqassavorli	Ilisimatusarfik-QAR-SSA<Indikativ<han+LI
Ilisimatusarfeqassavorlu	Ilisimatusarfik-QAR-SSA<Indikativ<han+LU
Ilisimatusarfeqartaraluarpoq	Ilisimatusarfik-QAR+TAR+GALUAR<Indikativ<han
Ilisimatusarfeqartarpoq	Ilisimatusarfik-QAR+TAR<Indikativ<han
Ilisimatusarfeqartarporli	Ilisimatusarfik-QAR+TAR<Indikativ<han+LI
Ilisimatusarfeqartassavorlu	Ilisimatusarfik-QAR+TAR-SSA<Indikativ<han+LU
Ilisimatusarfiugaluarpoq	Ilisimatusarfik-U+GALUAR<Indikativ<han
Illoqqortoormiut	Illoqqortoormiut<Absolut
Illoqqortoormiulli	Illoqqortoormiut<Absolut+LI
Illoqqortoormiullu	Illoqqortoormiut<Absolut+LU
Illoqqortoormiunik	Illoqqortoormiut<Instrumentalis
Illoqqortoormiuni	Illoqqortoormiut<Lokalis
Illoqqortoormiunili	Illoqqortoormiut<Lokalis+LI
Illoqqortoormiunilu	Illoqqortoormiut<Lokalis+LU
Illoqqortoormiormiulu	Illoqqortoormiut+MIU<ental<Absolut+LU
Illoqqortoormiormiumi	Illoqqortoormiut+MIU<ental<Lokalis
Illoqqortoormiormiumilu	Illoqqortoormiut+MIU<ental<Lokalis+LU
Illoqqortoormiormiunik	Illoqqortoormiut+MIU<flertal<Instrumentalis
Illoqqortoormiormiunilli	Illoqqortoormiut+MIU<flertal<Instrumentalis+LI
Illoqqortoormiormiunili	Illoqqortoormiut+MIU<flertal<Lokalis+LI
Illoqqortoormiormiulerigaluarpit	Illoqqortoormiut+MIU-LIRI+GALUAR<Interrogativ<du
Illoqqortoormiormiulerivorlu	Illoqqortoormiut+MIU-LIRI<Indikativ<han+LU
Illoqqortoormiormiulerisassagaluartungali	Illoqqortoormiut+MIU-LIRI+TAR-SSA+GALUAR<Participium<jeg+LI
Illoqqortoormiormiulerisassavunga	Illoqqortoormiut+MIU-LIRI+TAR-SSA<Indikativ<jeg
Illoqqortoormiormiunngussagaluartungali	Illoqqortoormiut+MIU-NNGUR-SSA+GALUAR<Participium<jeg+LI
Illoqqortoormiormiunngussavit	Illoqqortoormiut+MIU-NNGUR-SSA<Interrogativ<du
Illoqqortoormiormiunngortaraluartunga	Illoqqortoormiut+MIU-NNGUR+TAR+GALUAR<Participium<jeg
Illoqqortoormiormioqarpoq	Illoqqortoormiut+MIU-QAR<Indikativ<han
Illoqqortoormiormioqarporli	Illoqqortoormiut+MIU-QAR<Indikativ<han+LI
Illoqqortoormiormioqarporlu	Illoqqortoormiut+MIU-QAR<Indikativ<han+LU
Illoqqortoormiormiuugaluarpit	Illoqqortoormiut+MIU-U+GALUAR<Interrogativ<du
Illoqqortoormiormiuuit	Illoqqortoormiut+MIU-U<Interrogativ<du
Illoqqortoormiormiuusarpunga	Illoqqortoormiut+MIU-U+TAR<Indikativ<jeg
Illoqqortoormiormiuusassasunga	Illoqqortoormiut+MIU-U+TAR-SSA<Participium<jeg
illuga	illu<ental<Absolut<min
illumulli	illu<ental<Terminalis+LI
illumullu	illu<ental<Terminalis+LU
illunilli	illu<flertal<Instrumentalis+LI
illuni	illu<flertal<Lokalis
illulerissavit	illu-LIRI-SSA<Interrogativ<du
illulerisassavorli	illu-LIRI+TAR-SSA<Indikativ<han+LI
illumiumi	illu+MIU<ental<Lokalis
illumiuni	illu+MIU<flertal<Lokalis
illumiunili	illu+MIU<flertal<Lokalis+LI
illumiunilu	illu+MIU<flertal<Lokalis+LU
illumiulerivit	illu+MIU-LIRI<Interrogativ<du
illumiunngussagaluartunga	illu+MIU-NNGUR-SSA+GALUAR<Participium<jeg
illumiunngussavoq	illu+MIU-NNGUR-SSA<Indikativ<han
illumioqarpoq	illu+MIU-QAR<Indikativ<han
illumioqarporli	illu+MIU-QAR<Indikativ<han+LI
illumioqarporlu	illu+MIU-QAR<Indikativ<han+LU
illumiuugaluarpugullu	illu+MIU-U+GALUAR<Indikativ<vi+LU
illumiuugaluarpit	illu+MIU-U+GALUAR<Interrogativ<du
illumiuuvugullu	illu+MIU-U<Indikativ<vi+LU
illumiuuit	illu+MIU-U<Interrogativ<du
illumiuussagaluartungalu	illu+MIU-U-SSA+GALUAR<Participium<jeg+LU
illumiuusaraluarpugulli	illu+MIU-U+TAR+GALUAR<Indikativ<vi+LI
illumiuusassagaluarpit	illu+MIU-U+TAR-SSA+GALUAR<Interrogativ<du
illumiuusassagaluartunga	illu+MIU-U+TAR-SSA+GALUAR<Participium<jeg
illunngoraluartunga	illu-NNGUR+GALUAR<Participium<jeg
illunngortunga	illu-NNGUR<Participium<jeg
illunngussavit	illu-NNGUR-SSA<Interrogativ<du
illunngussasunga	illu-NNGUR-SSA<Participium<jeg
illunngortassavit	illu-NNGUR+TAR-SSA<Interrogativ<du
illoqaraluarpoq	illu-QAR+GALUAR<Indikativ<han
illoqaraluarpungali	illu-QAR+GALUAR<Indikativ<jeg+LI
illoqaraluarpugut	illu-QAR+GALUAR<Indikativ<vi
illoqaraluarpit	illu-QAR+GALUAR<Interrogativ<du
illoqarporli	illu-QAR<Indikativ<han+LI
illoqarpunga	illu-QAR<Indikativ<jeg
illoqarpungalu	illu-QAR<Indikativ<jeg+LU
illoqarpit	illu-QAR<Interrogativ<du
illoqartunga	illu-QAR<Participium<jeg
illoqassagaluarporli	illu-QAR-SSA+GALUAR<Indikativ<han+LI
illoqassagaluarporlu	illu-QAR-SSA+GALUAR<Indikativ<han+LU
illoqassagaluarpunga	illu-QAR-SSA+GALUAR<Indikativ<jeg
illoqassagaluarpugut	illu-QAR-SSA+GALUAR<Indikativ<vi
illoqassagaluarpugulli	illu-QAR-SSA+GALUAR<Indikativ<vi+LI
illoqassagaluarpit	illu-QAR-SSA+GALUAR<Interrogativ<du
illoqassagaluartunga	illu-QAR-SSA+GALUAR<Participium<jeg
illoqassagaluartungali	illu-QAR-SSA+GALUAR<Participium<jeg+LI
illoqassavorlu	illu-QAR-SSA<Indikativ<han+LU
illoqassavunga	illu-QAR-SSA<Indikativ<jeg
illoqassavungali	illu-QAR-SSA<Indikativ<jeg+LI
illoqassavit	illu-QAR-SSA<Interrogativ<du
illoqassasunga	illu-QAR-SSA<Participium<jeg
illoqassasungalu	illu-QAR-SSA<Participium<jeg+LU
illoqartaraluarpit	illu-QAR+TAR+GALUAR<Interrogativ<du
illoqartaraluartunga	illu-QAR+TAR+GALUAR<Participium<jeg
illoqartarpunga	illu-QAR+TAR<Indikativ<jeg
illoqartarpit	illu-QAR+TAR<Interrogativ<du
illoqartassagaluartunga	illu-QAR+TAR-SSA+GALUAR<Participium<jeg
illoqartassagaluartungali	illu-QAR+TAR-SSA+GALUAR<Participium<jeg+LI
illoqartassavorlu	illu-QAR+TAR-SSA<Indikativ<han+LU
illoqartassasungali	illu-QAR+TAR-SSA<Participium<jeg+LI
illuugaluarporli	illu-U+GALUAR<Indikativ<han+LI
illuusartunga	illu-U+TAR<Participium<jeg
illuusartungalu	illu-U+TAR<Participium<jeg+LU
Ilulissat	Ilulissat<Absolut
Ilulissalli	Ilulissat<Absolut+LI
Ilulissallu	Ilulissat<Absolut+LU
Ilulissanik	Ilulissat<Instrumentalis
Ilulissanilli	Ilulissat<Instrumentalis+LI
Ilulissanillu	Ilulissat<Instrumentalis+LU
Ilulissani	Ilulissat<Lokalis
Ilulissanili	Ilulissat<Lokalis+LI
Iluliarmiu	Ilulissat+MIU<ental<Absolut
Iluliarmiumillu	Ilulissat+MIU<ental<Instrumentalis+LU
Iluliarmiumilu	Ilulissat+MIU<ental<Lokalis+LU
Iluliarmiunili	Ilulissat+MIU<flertal<Lokalis+LI
Iluliarmiulerisarpoq	Ilulissat+MIU-LIRI+TAR<Indikativ<han
Iluliarmiunngoraluarpit	Ilulissat+MIU-NNGUR+GALUAR<Interrogativ<du
Iluliarmioqarpoq	Ilulissat+MIU-QAR<Indikativ<han
Iluliarmioqarporli	Ilulissat+MIU-QAR<Indikativ<han+LI
Iluliarmiuugaluartunga	Ilulissat+MIU-U+GALUAR<Participium<jeg
Iluliarmiuuvunga	Ilulissat+MIU-U<Indikativ<jeg
Iluliarmiuuit	Ilulissat+MIU-U<Interrogativ<du
Iluliarmiuusunga	Ilulissat+MIU-U<Participium<jeg
Iluliarmiuusungali	Ilulissat+MIU-U<Participium<jeg+LI
Iluliarmiuussavoq	Ilulissat+MIU-U-SSA<Indikativ<han
Iluliarmiuusaraluartunga	Ilulissat+MIU-U+TAR+GALUAR<Participium<jeg
Ivittuut	Ivittuut<Absolut
Ivittuulli	Ivittuut<Absolut+LI
Ivittuullu	Ivittuut<Absolut+LU
Ivittuunik	Ivittuut<Instrumentalis
Ivittuunilli	Ivittuut<Instrumentalis+LI
Ivittuunillu	Ivittuut<Instrumentalis+LU
Ivittuuni	Ivittuut<Lokalis
Ivittuunili	Ivittuut<Lokalis+LI
Ivittuunilu	Ivittuut<Lokalis+LU
Ivittoormiu	Ivittuut+MIU<ental<Absolut
Ivittoormiumilli	Ivittuut+MIU<ental<Instrumentalis+LI
Ivittoormiumi	Ivittuut+MIU<ental<Lokalis
Ivittoormiumilu	Ivittuut+MIU<ental<Lokalis+LU
Ivittoormiumut	Ivittuut+MIU<ental<Terminalis
Ivittoormiunik	Ivittuut+MIU<flertal<Instrumentalis
Ivittoormiuni	Ivittuut+MIU<flertal<Lokalis
Ivittoormiunili	Ivittuut+MIU<flertal<Lokalis+LI
Ivittoormiulerissagaluarpugulli	Ivittuut+MIU-LIRI-SSA+GALUAR<Indikativ<vi+LI
Ivittoormiulerissavit	Ivittuut+MIU-LIRI-SSA<Interrogativ<du
Ivittoormiulerisaraluarpit	Ivittuut+MIU-LIRI+TAR+GALUAR<Interrogativ<du
Ivittoormiulerisassagaluarpugullu	Ivittuut+MIU-LIRI+TAR-SSA+GALUAR<Indikativ<vi+LU
Ivittoormiunngoraluarpit	Ivittuut+MIU-NNGUR+GALUAR<Interrogativ<du
Ivittoormiunngussavunga	Ivittuut+MIU-NNGUR-SSA<Indikativ<jeg
Ivittoormiunngortaraluarpugullu	Ivittuut+MIU-NNGUR+TAR+GALUAR<Indikativ<vi+LU
Ivittoormiunngortassagaluarpungalu	Ivittuut+MIU-NNGUR+TAR-SSA+GALUAR<Indikativ<jeg+LU
Ivittoormiunngortassagaluartungalu	Ivittuut+MIU-NNGUR+TAR-SSA+GALUAR<Participium<jeg+LU
Ivittoormiunngortassasunga	Ivittuut+MIU-NNGUR+TAR-SSA<Participium<jeg
Ivittoormioqarpoq	Ivittuut+MIU-QAR<Indikativ<han
Ivittoormioqarporli	Ivittuut+MIU-QAR<Indikativ<han+LI
Ivittoormioqarporlu	Ivittuut+MIU-QAR<Indikativ<han+LU
Ivittoormiuugaluarpoq	Ivittuut+MIU-U+GALUAR<Indikativ<han
Ivittoormiuugaluarpugulli	Ivittuut+MIU-U+GALUAR<Indikativ<vi+LI
Ivittoormiuugaluarpit	Ivittuut+MIU-U+GALUAR<Interrogativ<du
Ivittoormiuuvoq	Ivittuut+MIU-U<Indikativ<han
Ivittoormiuuit	Ivittuut+MIU-U<Interrogativ<du
Ivittoormiuusungali	Ivittuut+MIU-U<Participium<jeg+LI
Ivittoormiuussagaluarpungali	Ivittuut+MIU-U-SSA+GALUAR<Indikativ<jeg+LI
Ivittoormiuussagaluarpugullu	Ivittuut+MIU-U-SSA+GALUAR<Indikativ<vi+LU
Ivittoormiuussagaluarpit	Ivittuut+MIU-U-SSA+GALUAR<Interrogativ<du
Ivittoormiuussagaluartungali	Ivittuut+MIU-U-SSA+GALUAR<Participium<jeg+LI
Ivittoormiuussavit	Ivittuut+MIU-U-SSA<Interrogativ<du
Ivittoormiuussasunga	Ivittuut+MIU-U-SSA<Participium<jeg
Ivittoormiuussasungali	Ivittuut+MIU-U-SSA<Participium<jeg+LI
Ivittoormiuusaraluarporlu	Ivittuut+MIU-U+TAR+GALUAR<Indikativ<han+LU
Ivittoormiuusaraluarpit	Ivittuut+MIU-U+TAR+GALUAR<Interrogativ<du
Ivittoormiuusarporlu	Ivittuut+MIU-U+TAR<Indikativ<han+LU
Ivittoormiuusassagaluarpit	Ivittuut+MIU-U+TAR-SSA+GALUAR<Interrogativ<du
Ivittoormiuusassagaluartunga	Ivittuut+MIU-U+TAR-SSA+GALUAR<Participium<jeg
Ivittoormiuusassagaluartungalu	Ivittuut+MIU-U+TAR-SSA+GALUAR<Participium<jeg+LU
kalaaleq	kalaaleq<ental<Absolut
kalaalerli	kalaaleq<ental<Absolut+LI
kalaalerlu	kalaaleq<ental<Absolut+LU
kalaallimik	kalaaleq<ental<Instrumentalis
kalaallimillu	kalaaleq<ental<Instrumentalis+LU
kalaallimi	kalaaleq<ental<Lokalis
kalaallimili	kalaaleq<ental<Lokalis+LI
kalaallimut	kalaaleq<ental<Terminalis
kalaallimulli	kalaaleq<ental<Terminalis+LI
kalaallinik	kalaaleq<flertal<Instrumentalis
kalaallinilli	kalaaleq<flertal<Instrumentalis+LI
kalaallinillu	kalaaleq<flertal<Instrumentalis+LU
kalaallini	kalaaleq<flertal<Lokalis
kalaallinili	kalaaleq<flertal<Lokalis+LI
kalaallinilu	kalaaleq<flertal<Lokalis+LU
kalaalinngoraluartunga	kalaaleq-NNGUR+GALUAR<Participium<jeg
kalaalinngorpunga	kalaaleq-NNGUR<Indikativ<jeg
kalaalinngorpungalu	kalaaleq-NNGUR<Indikativ<jeg+LU
kalaalinngortunga	kalaaleq-NNGUR<Participium<jeg
kalaalinngussagaluarpunga	kalaaleq-NNGUR-SSA+GALUAR<Indikativ<jeg
kalaalinngussagaluarpugut	kalaaleq-NNGUR-SSA+GALUAR<Indikativ<vi
kalaalinngussagaluarpugulli	kalaaleq-NNGUR-SSA+GALUAR<Indikativ<vi+LI
kalaalinngussagaluartunga	kalaaleq-NNGUR-SSA+GALUAR<Participium<jeg
kalaalinngussagaluartungalu	kalaaleq-NNGUR-SSA+GALUAR<Participium<jeg+LU
kalaalinngussavoq	kalaaleq-NNGUR-SSA<Indikativ<han
kalaalinngussavunga	kalaaleq-NNGUR-SSA<Indikativ<jeg
kalaalinngussavungalu	kalaaleq-NNGUR-SSA<Indikativ<jeg+LU
kalaalinngussavugulli	kalaaleq-NNGUR-SSA<Indikativ<vi+LI
kalaalinngussavit	kalaaleq-NNGUR-SSA<Interrogativ<du
kalaalinngussasunga	kalaaleq-NNGUR-SSA<Participium<jeg
kalaalinngortaraluartungalu	kalaaleq-NNGUR+TAR+GALUAR<Participium<jeg+LU
kalaalinngortassavugullu	kalaaleq-NNGUR+TAR-SSA<Indikativ<vi+LU
kalaalinngortassasunga	kalaaleq-NNGUR+TAR-SSA<Participium<jeg
