aallaratta	aallar<Causativ<vi
erseriarfinni	ersi-RIAR+FIK<flertal<Lokalis
erseriarfeqariarlutilluunniit	ersi-RIAR+FIK-QAR-RIAR<Ledsagemåde<de_selv+LUUNNIIT
ersereerattaluunniit	ersi-RIIR<Causativ<vi+LUUNNIIT
ersereerpit	ersi-RIIR<Interrogativ<du
ersereerneraana	ersi-RIIR+NIQ<ental<hans<Absolut+UNA
ersereernerpaarsiulaarpa	ersi-RIIR+NIRPAAQ+SIUR-LAAR<Interrogativ<han
ersisimasarpisi	ersi+SIMA=TAR<Interrogativ<I
ersissallutik	ersi-SSA<Ledsagemåde<de_selv
ersisaraluarferujooqqutigillu	ersi+TAR=GALUAR+FIK-RUJUK-U-QQU<Imperativ<ViDem+LU
ersisariaqarpunga	ersi+TARIAQAR<Indikativ<jeg
ersisariaqarninili	ersi+TARIAQAR+NIQ<ental<sin<Absolut+LI
ersivifferujugivallaarpakka	ersi-VIP+FIK-RUJUK+GӘ+VALLAAR<Indikativ<JegDem
Esbjerg	Esbjerg<Absolut
Esbjergili	Esbjerg<Absolut+LI
Esbjergilu	Esbjerg<Absolut+LU
Esbjergiuna	Esbjerg<Absolut+UNA
Esbjergimik	Esbjerg<Instrumentalis
Esbjergimilli	Esbjerg<Instrumentalis+LI
Esbjergimillu	Esbjerg<Instrumentalis+LU
Esbjergimilluunniit	Esbjerg<Instrumentalis+LUUNNIIT
Esbjergiminguna	Esbjerg<Instrumentalis+UNA
Esbjergimi	Esbjerg<Lokalis
Esbjergimiikkattalu	Esbjerg<Lokalis+IP<Causativ<vi+LU
Esbjergimiilaarlutinguna	Esbjerg<Lokalis+IP-LAAR<Ledsagemåde<de_selv+UNA
Esbjergimiilaartarneq	Esbjerg<Lokalis+IP-LAAR=TAR+NIQ<ental<Absolut
Esbjergimeeqqaarpa	Esbjerg<Lokalis+IP-QQAAR<Interrogativ<han
Esbjergimeeqqummanga	Esbjerg<Lokalis+IP-QQU<Causativ<HanMig
Esbjergimeeqqutigilli	Esbjerg<Lokalis+IP-QQU<Imperativ<ViDem+LI
Esbjergimeeqquakkali	Esbjerg<Lokalis+IP-QQU<Indikativ<JegDem+LI
Esbjergimeeqquara	Esbjerg<Lokalis+IP-QQU<Indikativ<JegHam
Esbjergimeeqquarpulluunniit	Esbjerg<Lokalis+IP-QQU<Indikativ<ViHam+LUUNNIIT
Esbjergimeeqqulara	Esbjerg<Lokalis+IP-QQU<Optativ<JegHam
Esbjergimeeriarmata	Esbjerg<Lokalis+IP-RIAR<Causativ<de
Esbjergimeeriarmalli	Esbjerg<Lokalis+IP-RIAR<Causativ<han+LI
Esbjergimeeriarfinneeqqugakku	Esbjerg<Lokalis+IP-RIAR+FIK<ental<min<Lokalis+IP-QQU<Causativ<JegHam
Esbjergimeeriarfilerereertullu	Esbjerg<Lokalis+IP-RIAR+FIK-LIRI-RIIR<Participium<de+LU
Esbjergimeeriarfissartaalaartarferujussuaminilli	Esbjerg<Lokalis+IP-RIAR+FIK-SSAQ+TAAR-LAAR=TAR+FIK-RUJUK=SUAQ<flertal<sin<Instrumentalis+LI
Esbjergimeeriarlutilli	Esbjerg<Lokalis+IP-RIAR<Ledsagemåde<de_selv+LI
Esbjergimeeriarnini	Esbjerg<Lokalis+IP-RIAR+NIQ<ental<sin<Absolut
Esbjergimeereerpunga	Esbjerg<Lokalis+IP-RIIR<Indikativ<jeg
Esbjergimeereerpit	Esbjerg<Lokalis+IP-RIIR<Interrogativ<du
Esbjergimeereerlutilli	Esbjerg<Lokalis+IP-RIIR<Ledsagemåde<de_selv+LI
Esbjergimeereertoqarpoq	Esbjerg<Lokalis+IP-RIIR+TUQ-QAR<Indikativ<han
Esbjergimeereertoqanngilaq	Esbjerg<Lokalis+IP-RIIR+TUQ-QAR-NNGIT<Indikativ<han
Esbjergimiittoqanngilaq	Esbjerg<Lokalis+IP+TUQ-QAR-NNGIT<Indikativ<han
Esbjergimili	Esbjerg<Lokalis+LI
Esbjergimilu	Esbjerg<Lokalis+LU
Esbjergimiuminguna	Esbjerg+MIU<ental<Instrumentalis+UNA
Esbjergimiumukariartorpassuinuna	Esbjerg+MIU<ental<Terminalis-KAR-RIAR+TUQ+PASSUAQ<flertal<Absolut+UNA
Esbjergimiuni	Esbjerg+MIU<flertal<Lokalis
Esbjergimiuniilaartaratta	Esbjerg+MIU<flertal<Lokalis+IP-LAAR=TAR<Causativ<vi
Esbjergimiuneeqqaarpoq	Esbjerg+MIU<flertal<Lokalis+IP-QQAAR<Indikativ<han
Esbjergimiulerivit	Esbjerg+MIU-LIRI<Interrogativ<du
Esbjergimiulereqqaartorli	Esbjerg+MIU-LIRI-QQAAR<Participium<han+LI
Esbjergimiulereriarneratali	Esbjerg+MIU-LIRI-RIAR+NIQ<ental<deres<Relativ+LI
Esbjergimiulerisimasarpununa	Esbjerg+MIU-LIRI+SIMA=TAR<Indikativ<de+UNA
Esbjergimiunngulaarfippassui	Esbjerg+MIU-NNGUR-LAAR+FIK+PASSUAQ<flertal<deres<Absolut
Esbjergimiunngoqisoq	Esbjerg+MIU-NNGUR-QӘ<Participium<han
Esbjergimioqarpoq	Esbjerg+MIU-QAR<Indikativ<han
Esbjergimioqarporluunniit	Esbjerg+MIU-QAR<Indikativ<han+LUUNNIIT
Esbjergimioqarpa	Esbjerg+MIU-QAR<Interrogativ<han
Esbjergimioqarneq	Esbjerg+MIU-QAR+NIQ<ental<Absolut
Esbjergimioqarnerli	Esbjerg+MIU-QAR+NIQ<ental<Absolut+LI
Esbjergimioqarneruna	Esbjerg+MIU-QAR+NIQ<ental<Absolut+UNA
Esbjergimioqartoq	Esbjerg+MIU-QAR<Participium<han
Esbjergimioqartorlu	Esbjerg+MIU-QAR<Participium<han+LU
Esbjergimioqartoq	Esbjerg+MIU-QAR+TUQ<ental<Absolut
Esbjergimioqartorli	Esbjerg+MIU-QAR+TUQ<ental<Absolut+LI
Esbjergimioqartorluunniit	Esbjerg+MIU-QAR+TUQ<ental<Absolut+LUUNNIIT
Esbjergimioorusuffii	Esbjerg+MIU-U+GUSUP+FIK<flertal<deres<Absolut
Esbjergimiuuisi	Esbjerg+MIU-U<Interrogativ<I
Esbjergimiuulaartoq	Esbjerg+MIU-U-LAAR<Participium<han
Esbjergimiuulluinnartussaagaluanni	Esbjerg+MIU-U+LUINNAR+TUQ-SSAQ=U=GALUAQ<ental<min<Lokalis
Esbjergimiuunerunerit	Esbjerg+MIU-U+NIRU+NIQ<flertal<Relativ
Esbjergimiooqqaarneratali	Esbjerg+MIU-U-QQAAR+NIQ<ental<hans<Relativ+LI
Esbjergimiooqqutigit	Esbjerg+MIU-U-QQU<Imperativ<ViDem
Esbjergimiooqimmatali	Esbjerg+MIU-U-QӘ<Causativ<de+LI
Esbjergimiooriarmata	Esbjerg+MIU-U-RIAR<Causativ<de
Esbjergimiooreerlutinguna	Esbjerg+MIU-U-RIIR<Ledsagemåde<de_selv+UNA
Esbjergimiuusimanini	Esbjerg+MIU-U+SIMA+NIQ<ental<sin<Absolut
Esbjergimiuutippaannga	Esbjerg+MIU-U+TIP<Indikativ<DeMig
Esbjergimiuusussaaffeqaqqummanga	Esbjerg+MIU-U+TUQ=SSAQ=U+FIK-QAR-QQU<Causativ<HanMig
Esbjergimiuuallaanngitsorujussualu	Esbjerg+MIU-U+VALLAAR=NNGIT+TUQ-RUJUK=SUAQ<ental<hans<Absolut+LU
Esbjergimut	Esbjerg<Terminalis
Esbjergimukalaaratta	Esbjerg<Terminalis-KAR-LAAR<Causativ<vi
Esbjergimukalaartarattali	Esbjerg<Terminalis-KAR-LAAR=TAR<Causativ<vi+LI
Esbjergimukalaartartoq	Esbjerg<Terminalis-KAR-LAAR=TAR+TUQ<ental<Absolut
Esbjergimukalaartartoqanngilarli	Esbjerg<Terminalis-KAR-LAAR=TAR+TUQ-QAR-NNGIT<Indikativ<han+LI
Esbjergimukalerlutilli	Esbjerg<Terminalis-KAR-LIR<Ledsagemåde<de_selv+LI
Esbjergimukanngilagulli	Esbjerg<Terminalis-KAR-NNGIT<Indikativ<vi+LI
Esbjergimukanngilagullu	Esbjerg<Terminalis-KAR-NNGIT<Indikativ<vi+LU
Esbjergimukanngitsut	Esbjerg<Terminalis-KAR-NNGIT<Participium<de
Esbjergimukanngitsunga	Esbjerg<Terminalis-KAR-NNGIT<Participium<jeg
Esbjergimukanngitsoq	Esbjerg<Terminalis-KAR-NNGIT+TUQ<ental<Absolut
Esbjergimukanngitsoruna	Esbjerg<Terminalis-KAR-NNGIT+TUQ<ental<Absolut+UNA
Esbjergimukaqquassilu	Esbjerg<Terminalis-KAR-QQU<Indikativ<JegJer+LU
Esbjergimukariartukkunnili	Esbjerg<Terminalis-KAR-RIAR+TUQ-KKUT<flertal<Lokalis+LI
Esbjergimukareerlutik	Esbjerg<Terminalis-KAR-RIIR<Ledsagemåde<de_selv
Esbjergimukassaaq	Esbjerg<Terminalis-KAR-SSA<Indikativ<han
Esbjergimukavikkama	Esbjerg<Terminalis-KAR-VIP<Causativ<jeg
Esbjergimulli	Esbjerg<Terminalis+LI
Esbjergimullu	Esbjerg<Terminalis+LU
Esbjergimulluunniit	Esbjerg<Terminalis+LUUNNIIT
Esbjergimununa	Esbjerg<Terminalis+UNA
Esbjergikkut	Esbjerg<Vialis
Esbjergikkulli	Esbjerg<Vialis+LI
Esbjergikkullu	Esbjerg<Vialis+LU
Esbjergikkulluunniit	Esbjerg<Vialis+LUUNNIIT
Esbjergikkununa	Esbjerg<Vialis+UNA
fiistermalli	fiister<Causativ<han+LI
fiisterattalu	fiister<Causativ<vi+LU
fiisterattaluunniit	fiister<Causativ<vi+LUUNNIIT
fiisterfiillu	fiister+FIK<flertal<Absolut+LU
fiisterfissalereerlarali	fiister+FIK-SSAQ-LIR_nv-RIIR<Optativ<JegHam+LI
fiisteraluarpa	fiister+GALUAR<Interrogativ<han
fiisteriartorfililerisinnaallutilli	fiister+GIARTUR+FIK-LIK-LIRI+SINNAA<Ledsagemåde<de_selv+LI
fiisteriartorpunga	fiister+GIARTUR<Indikativ<jeg
fiisterunnaarmalli	fiister+GUNNAAR<Causativ<han+LI
fiisterunnaarnerpaanngussasungaana	fiister+GUNNAAR+NIRPAAQ-NNGUR-SSA<Participium<jeg+UNA
fiisterunnaartorluunniit	fiister+GUNNAAR<Participium<han+LUUNNIIT
fiisterusummallu	fiister+GUSUP<Causativ<han+LU
fiisterusullutillu	fiister+GUSUP<Ledsagemåde<de_selv+LU
fiistiinnarmalluunniit	fiister-INNAR<Causativ<han+LUUNNIIT
fiistiinnarfissaa	fiister-INNAR+FIK-SSAQ<flertal<hans<Absolut
fiistiinnarpugulluunniit	fiister-INNAR<Indikativ<vi+LUUNNIIT
fiistiinnarpisi	fiister-INNAR<Interrogativ<I
fiistiinnarlutik	fiister-INNAR<Ledsagemåde<de_selv
fiistiinnarnerpaaqariarfippassuarnukalaarpisi	fiister-INNAR+NIRPAAQ-QAR-RIAR+FIK+PASSUAQ<flertal<Terminalis-KAR-LAAR<Interrogativ<I
fiistiinnartorluunniit	fiister-INNAR<Participium<han+LUUNNIIT
fiistiinnartuma	fiister-INNAR+TUQ<ental<min<Relativ
fiistiinnartorujussuaq	fiister-INNAR+TUQ-RUJUK=SUAQ<ental<Absolut
fiisterpit	fiister<Interrogativ<du
fiistilaarmata	fiister-LAAR<Causativ<de
fiistilaarnini	fiister-LAAR+NIQ<ental<sin<Absolut
fiistilaarnerpaanni	fiister-LAAR+NIRPAAQv<flertal<min<Lokalis
fiistilaartarpit	fiister-LAAR=TAR<Interrogativ<du
fiistilaartarpa	fiister-LAAR=TAR<Interrogativ<han
fiistilaartarnerpaavili	fiister-LAAR=TAR+NIRPAAQ<flertal<hans<Absolut+LI
fiistilaartarnerpaaqalaarpa	fiister-LAAR=TAR+NIRPAAQ-QAR-LAAR<Interrogativ<han
fiistilaartartulerivifferujussuanneeqqaartunga	fiister-LAAR=TAR+TUQ-LIRI-VIP+FIK-RUJUK=SUAQ<ental<min<Lokalis+IP-QQAAR<Participium<jeg
fiistilaartartorujoqareerneraana	fiister-LAAR=TAR+TUQ-RUJUK-QAR-RIIR+NIQ<ental<hans<Absolut+UNA
fiistilaartoriilerinatinguna	fiister-LAAR+TUQ+GIIT-LIRI-NNGIT<Ledsagemåde<de_selv+UNA
fiistilaartorujuattulli	fiister-LAAR+TUQ-RUJUK<ental<deres<Aequalis+LI
fiistilaartuusullu	fiister-LAAR+TUQ-U<Participium<de+LU
fiisterlutik	fiister<Ledsagemåde<de_selv
fiistilermalli	fiister-LIR<Causativ<han+LI
fiistilerpunga	fiister-LIR<Indikativ<jeg
fiistilerpungali	fiister-LIR<Indikativ<jeg+LI
fiistilerpugullu	fiister-LIR<Indikativ<vi+LU
fiistilerpit	fiister-LIR<Interrogativ<du
fiistilerlutik	fiister-LIR<Ledsagemåde<de_selv
fiistilerlutillu	fiister-LIR<Ledsagemåde<de_selv+LU
fiistilernini	fiister-LIR+NIQ<ental<sin<Absolut
fiistilernerilli	fiister-LIR+NIQ<flertal<Relativ+LI
fiistilernerpaaq	fiister-LIR+NIRPAAQ<ental<Absolut
fiistilernerpaaqaqqullugit	fiister-LIR+NIRPAAQ-QAR-QQU<Ledsagemåde<dem
fiistilernerpaannili	fiister-LIR+NIRPAAQv<flertal<min<Lokalis+LI
fiistilertulilereqqaarnerpaani	fiister-LIR+TUQ-LIK-LIRI-QQAAR+NIRPAAQ<flertal<Lokalis
fiistilertorujooqquaanga	fiister-LIR+TUQ-RUJUK-U-QQU<Indikativ<HanMig
fiisterluarpit	fiister+LUAR<Interrogativ<du
fiisterluinnartussartaaqqualluunniit	fiister+LUINNAR+TUQ-SSAQ+TAAR-QQU<Indikativ<DuHam+LUUNNIIT
fiisterniarnatilluunniit	fiister+NIAR=NNGIT<Ledsagemåde<de_selv+LUUNNIIT
fiisternianngitsorli	fiister+NIAR=NNGIT<Participium<han+LI
fiisterneruna	fiister+NIQ<ental<Absolut+UNA
fiisternermaluunniit	fiister+NIQ<ental<min<Relativ+LUUNNIIT
fiisternerferujoqassagaluarmalli	fiister+NIR+FIK-RUJUK-QAR-SSA=GALUAR<Causativ<han+LI
fiisternerpaaneeriarlutillu	fiister+NIRPAAQ<flertal<Lokalis+IP-RIAR<Ledsagemåde<de_selv+LU
fiisternerpaanngoriarfeqaqisorujooqaanga	fiister+NIRPAAQ-NNGUR-RIAR+FIK-QAR-QӘ+TUQ-RUJUK-U-QӘ<Indikativ<jeg
fiisternerpaaqaqaangalu	fiister+NIRPAAQ-QAR-QӘ<Indikativ<jeg+LU
fiisternerpaarsioriarferujussioqqugakkuluunniit	fiister+NIRPAAQ+SIUR-RIAR+FIK-RUJUK+SIUR-QQU<Causativ<JegHam+LUUNNIIT
fiisternerpaata	fiister+NIRPAAQvv<ental<hans<Relativ
fiisternertulereqqutigit	fiister+NIR+TUQ-LIRI-QQU<Imperativ<ViDem
fiisternerummalli	fiister+NIRU<Causativ<han+LI
fiistinngimmata	fiister-NNGIT<Causativ<de
fiistinngimmat	fiister-NNGIT<Causativ<han
fiistinngiffiinnaminilluunniit	fiister-NNGIT+FIK-INNAQ<flertal<sin<Instrumentalis+LUUNNIIT
fiistinngiffikkui	fiister-NNGIT+FIK-KKUT<flertal<hans<Absolut
fiistinngiffilereqquassiluunniit	fiister-NNGIT+FIK-LIRI-QQU<Indikativ<JegJer+LUUNNIIT
fiistinngifferujussioqaalli	fiister-NNGIT+FIK-RUJUK+SIUR-QӘ<Indikativ<de+LI
fiistinngifferujussuaana	fiister-NNGIT+FIK-RUJUK=SUAQ<ental<hans<Absolut+UNA
fiistinngifferujussuili	fiister-NNGIT+FIK-RUJUK=SUAQ<flertal<deres<Absolut+LI
fiistinngifferujussui	fiister-NNGIT+FIK-RUJUK=SUAQ<flertal<hans<Absolut
fiistinngilanga	fiister-NNGIT<Indikativ<jeg
fiistinnginnera	fiister-NNGIT+NIQ<ental<hans<Absolut
fiistinnginninilu	fiister-NNGIT+NIQ<ental<sin<Absolut+LU
fiistinngitsulli	fiister-NNGIT<Participium<de+LI
fiistinngitsoq	fiister-NNGIT+TUQ<ental<Absolut
fiistinngitsukoorusunnerpaannili	fiister-NNGIT+TUQ-KU-U+GUSUP+NIRPAAQv<flertal<min<Lokalis+LI
fiisteqqaarfeqaannarmatali	fiister-QQAAR+FIK-QAR-INNAR<Causativ<de+LI
fiisteqqaarferujulli	fiister-QQAAR+FIK-RUJUK<ental<Absolut+LI
fiisteqqaarpunga	fiister-QQAAR<Indikativ<jeg
fiisteqqaarpit	fiister-QQAAR<Interrogativ<du
fiisteqqaarlutilli	fiister-QQAAR<Ledsagemåde<de_selv+LI
fiisteqqaarlutinguna	fiister-QQAAR<Ledsagemåde<de_selv+UNA
fiisteqqaarnerata	fiister-QQAAR+NIQ<ental<deres<Relativ
fiisteqqaarnerillu	fiister-QQAAR+NIQ<flertal<Absolut+LU
fiisteqqaarnerpaatullu	fiister-QQAAR+NIRPAAQv<ental<Aequalis+LU
fiisteqqaartut	fiister-QQAAR<Participium<de
fiisteqqaartulli	fiister-QQAAR<Participium<de+LI
fiisteqqugakku	fiister-QQU<Causativ<JegHam
fiisteqqugakkuluunniit	fiister-QQU<Causativ<JegHam+LUUNNIIT
fiisteqqutigit	fiister-QQU<Imperativ<ViDem
fiisteqqutigilli	fiister-QQU<Imperativ<ViDem+LI
fiisteqqutiginuna	fiister-QQU<Imperativ<ViDem+UNA
fiisteqquaa	fiister-QQU<Indikativ<HanHam
fiisteqqullunga	fiister-QQU<Ledsagemåde<mig
fiisteqqularaluunniit	fiister-QQU<Optativ<JegHam+LUUNNIIT
fiisteqimmatali	fiister-QӘ<Causativ<de+LI
fiisteqigatta	fiister-QӘ<Causativ<vi
fiisteqaat	fiister-QӘ<Indikativ<de
fiisteqaaq	fiister-QӘ<Indikativ<han
fiisteqaagut	fiister-QӘ<Indikativ<vi
fiisteqaagulli	fiister-QӘ<Indikativ<vi+LI
fiisteqaat	fiister-QӘ<Interrogativ<du
fiisteqalutilli	fiister-QӘ<Ledsagemåde<de_selv+LI
fiisteqalutinguna	fiister-QӘ<Ledsagemåde<de_selv+UNA
fiisteqisorluunniit	fiister-QӘ<Participium<han+LUUNNIIT
fiisteqisunga	fiister-QӘ<Participium<jeg
fiisteqisorujussuili	fiister-QӘ+TUQ-RUJUK=SUAQ<flertal<hans<Absolut+LI
fiisteriarferujussuata	fiister-RIAR+FIK-RUJUK=SUAQ<ental<deres<Relativ
fiisteriarnerlu	fiister-RIAR+NIQ<ental<Absolut+LU
fiisteriarnini	fiister-RIAR+NIQ<ental<sin<Absolut
fiisteriarnerit	fiister-RIAR+NIQ<flertal<Absolut
fiisteriarnerilluunniit	fiister-RIAR+NIQ<flertal<Absolut+LUUNNIIT
fiistereerfeqavillutinguna	fiister-RIIR+FIK-QAR-VIP<Ledsagemåde<de_selv+UNA
fiistereerpungali	fiister-RIIR<Indikativ<jeg+LI
fiistereerpit	fiister-RIIR<Interrogativ<du
fiistereernernullu	fiister-RIIR+NIQ<flertal<Terminalis+LU
fiistereernerpaannguinnerpaaq	fiister-RIIR+NIRPAAQ-NNGUR-VIP+NIRPAAQ<ental<Absolut
fiistereernerpaannguittoqavippunga	fiister-RIIR+NIRPAAQ-NNGUR-VIP+TUQ-QAR-VIP<Indikativ<jeg
fiistereertut	fiister-RIIR<Participium<de
fiistereertunga	fiister-RIIR<Participium<jeg
fiistersimava	fiister+SIMA<Interrogativ<han
fiistersinnaagama	fiister+SINNAA<Causativ<jeg
fiistersinnaaffioqisununa	fiister+SINNAA+FIK-U-QӘ<Participium<de+UNA
fiistersinnaasulilerlaraana	fiister+SINNAA+TUQ-LIR_nv-LIR<Optativ<JegHam+UNA
fiistissammat	fiister-SSA<Causativ<han
fiistissagaluarmata	fiister-SSA=GALUAR<Causativ<de
fiistissagaluarfeqalerferujussuata	fiister-SSA=GALUAR+FIK-QAR-LIR+FIK-RUJUK=SUAQ<ental<hans<Relativ
fiistissagaluarferujoorusullutik	fiister-SSA=GALUAR+FIK-RUJUK-U+GUSUP<Ledsagemåde<de_selv
fiistissagaluarfioqqullugillu	fiister-SSA=GALUAR+FIK-U-QQU<Ledsagemåde<dem+LU
fiistissagaluarlutik	fiister-SSA=GALUAR<Ledsagemåde<de_selv
fiistissagaluarnerpaaqarsinnaanerpaameereerlutilluunniit	fiister-SSA=GALUAR+NIRPAAQ-QAR+SINNAA+NIRPAAQ<ental<Instrumentalis-IR-RIIR<Ledsagemåde<de_selv+LUUNNIIT
fiistissagaluarnerpaanneeqqulara	fiister-SSA=GALUAR+NIRPAAQv<flertal<min<Lokalis+IP-QQU<Optativ<JegHam
fiistissagaluartungalu	fiister-SSA=GALUAR<Participium<jeg+LU
fiistissappullu	fiister-SSA<Indikativ<de+LU
fiistissaagut	fiister-SSA<Indikativ<vi
fiistissavit	fiister-SSA<Interrogativ<du
fiistissallutik	fiister-SSA<Ledsagemåde<de_selv
fiistissasoq	fiister-SSA<Participium<han
fiistissasunga	fiister-SSA<Participium<jeg
fiistertaraluartussaagaluit	fiister+TAR=GALUAR+TUQ-SSAQ=U=GALUAQ<flertal<Absolut
fiistertikkakkuli	fiister+TIP<Causativ<JegHam+LI
fiistertitsigit	fiister+TIP<Imperativ<ViDem
fiistertipparpununa	fiister+TIP<Indikativ<ViHam+UNA
fiistertorujorujussuullutilli	fiister+TUQ=RUJUK=RUJUK=SUAQ=U<Ledsagemåde<de_selv+LI
fiistertorujussuuffeqassagaluartununa	fiister+TUQ=RUJUK=SUAQ=U+FIK-QAR-SSA=GALUAR<Participium<de+UNA
fiistertorujussuusunngulaartarnerpaarsioqqummanga	fiister+TUQ=RUJUK=SUAQ=U+TUQ-NNGUR-LAAR=TAR+NIRPAAQ+SIUR-QQU<Causativ<HanMig
fiistertussaafferujussuaq	fiister+TUQ=SSAQ=U+FIK-RUJUK=SUAQ<ental<Absolut
fiisterpallaarlutik	fiister+VALLAAR<Ledsagemåde<de_selv
fiisterpallaartumeeqqaarpugulluunniit	fiister+VALLAAR+TUQ<ental<Lokalis+IP-QQAAR<Indikativ<vi+LUUNNIIT
fiistivimmalluunniit	fiister-VIP<Causativ<han+LUUNNIIT
fiistivimmanuna	fiister-VIP<Causativ<han+UNA
fiistivikkama	fiister-VIP<Causativ<jeg
fiistiviffiiuna	fiister-VIP+FIK<flertal<hans<Absolut+UNA
fiistivippungali	fiister-VIP<Indikativ<jeg+LI
fiistivippit	fiister-VIP<Interrogativ<du
fiistivippisi	fiister-VIP<Interrogativ<I
fiistivinnerat	fiister-VIP+NIQ<ental<deres
fiistivinnerpaaqavinnerpaanniissasunga	fiister-VIP+NIRPAAQ-QAR-VIP+NIRPAAQv<flertal<min<Lokalis+IP-SSA<Participium<jeg
Finland	Finland<Absolut
Finlandili	Finland<Absolut+LI
Finlandiluunniit	Finland<Absolut+LUUNNIIT
Finlandiuna	Finland<Absolut+UNA
Finlandimik	Finland<Instrumentalis
Finlandimilli	Finland<Instrumentalis+LI
Finlandimillu	Finland<Instrumentalis+LU
Finlandimilluunniit	Finland<Instrumentalis+LUUNNIIT
Finlandiminguna	Finland<Instrumentalis+UNA
Finlandimi	Finland<Lokalis
Finlandimiimmatali	Finland<Lokalis+IP<Causativ<de+LI
Finlandimiiginnarpunga	Finland<Lokalis+IP-INNAR<Indikativ<jeg
Finlandimiilaarpoq	Finland<Lokalis+IP-LAAR<Indikativ<han
Finlandimiilaartulli	Finland<Lokalis+IP-LAAR<Participium<de+LI
Finlandimiinnerullutik	Finland<Lokalis+IP+NIRU<Ledsagemåde<de_selv
Finlandimeeqqaarlutik	Finland<Lokalis+IP-QQAAR<Ledsagemåde<de_selv
Finlandimeeqqaarlutillu	Finland<Lokalis+IP-QQAAR<Ledsagemåde<de_selv+LU
Finlandimeeqqaarneruna	Finland<Lokalis+IP-QQAAR+NIQ<ental<Absolut+UNA
Finlandimeeqqaartoq	Finland<Lokalis+IP-QQAAR<Participium<han
Finlandimeeqqaartoqanngilaq	Finland<Lokalis+IP-QQAAR+TUQ-QAR-NNGIT<Indikativ<han
Finlandimeeqqugakku	Finland<Lokalis+IP-QQU<Causativ<JegHam
Finlandimeeqqugakkuuna	Finland<Lokalis+IP-QQU<Causativ<JegHam+UNA
Finlandimeeqqutiginuna	Finland<Lokalis+IP-QQU<Imperativ<ViDem+UNA
Finlandimeeqquai	Finland<Lokalis+IP-QQU<Indikativ<HanDem
Finlandimeeqquiuk	Finland<Lokalis+IP-QQU<Interrogativ<DuHam
Finlandimeeqqullugu	Finland<Lokalis+IP-QQU<Ledsagemåde<ham
Finlandimeeqqulara	Finland<Lokalis+IP-QQU<Optativ<JegHam
Finlandimeeriarmatali	Finland<Lokalis+IP-RIAR<Causativ<de+LI
Finlandimeeriarfinneereerpunga	Finland<Lokalis+IP-RIAR+FIK<flertal<Instrumentalis-IR-RIIR<Indikativ<jeg
Finlandimeeriarlutik	Finland<Lokalis+IP-RIAR<Ledsagemåde<de_selv
Finlandimeereerpit	Finland<Lokalis+IP-RIIR<Interrogativ<du
Finlandimeereerlutik	Finland<Lokalis+IP-RIIR<Ledsagemåde<de_selv
Finlandimeereerneq	Finland<Lokalis+IP-RIIR+NIQ<ental<Absolut
Finlandimeereertoruna	Finland<Lokalis+IP-RIIR<Participium<han+UNA
Finlandimeereertunga	Finland<Lokalis+IP-RIIR<Participium<jeg
Finlandimiivinnerluunniit	Finland<Lokalis+IP-VIP+NIQ<ental<Absolut+LUUNNIIT
Finlandimili	Finland<Lokalis+LI
Finlandimilu	Finland<Lokalis+LU
Finlandimiluunniit	Finland<Lokalis+LUUNNIIT
Finlandimiu	Finland+MIU<ental<Absolut
Finlandimiumili	Finland+MIU<ental<Lokalis+LI
Finlandimiumulli	Finland+MIU<ental<Terminalis+LI
Finlandimiuneeqqaarmalli	Finland+MIU<flertal<Lokalis+IP-QQAAR<Causativ<han+LI
Finlandimiuniuna	Finland+MIU<flertal<Lokalis+UNA
Finlandimiulereqqaarpit	Finland+MIU-LIRI-QQAAR<Interrogativ<du
Finlandimiulereqqaartulluunniit	Finland+MIU-LIRI-QQAAR<Participium<de+LUUNNIIT
Finlandimiunngunnginnatta	Finland+MIU-NNGUR-NNGIT<Causativ<vi
Finlandimiunngoqqaarnerpaanngoqisulissagaluarlara	Finland+MIU-NNGUR-QQAAR+NIRPAAQ-NNGUR-QӘ+TUQ-LIR_nv-SSA=GALUAR<Optativ<JegHam
Finlandimiunngoqquarput	Finland+MIU-NNGUR-QQU<Indikativ<ViHam
Finlandimiunngoqisoq	Finland+MIU-NNGUR-QӘ<Participium<han
Finlandimiunngoriaratta	Finland+MIU-NNGUR-RIAR<Causativ<vi
Finlandimioqarporluunniit	Finland+MIU-QAR<Indikativ<han+LUUNNIIT
Finlandimioqarpa	Finland+MIU-QAR<Interrogativ<han
Finlandimioqarneq	Finland+MIU-QAR+NIQ<ental<Absolut
Finlandimioqartoq	Finland+MIU-QAR<Participium<han
Finlandimioqartoq	Finland+MIU-QAR+TUQ<ental<Absolut
Finlandimioqartorlu	Finland+MIU-QAR+TUQ<ental<Absolut+LU
Finlandimioqartorluunniit	Finland+MIU-QAR+TUQ<ental<Absolut+LUUNNIIT
Finlandimioqartoruna	Finland+MIU-QAR+TUQ<ental<Absolut+UNA
Finlandimioorusuttunga	Finland+MIU-U+GUSUP<Participium<jeg
Finlandimiuuinnarlutinguna	Finland+MIU-U-INNAR<Ledsagemåde<de_selv+UNA
Finlandimiuua	Finland+MIU-U<Interrogativ<han
Finlandimiuuniaratta	Finland+MIU-U+NIAR<Causativ<vi
Finlandimiuuniarpunga	Finland+MIU-U+NIAR<Indikativ<jeg
